Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
246,Tomás Händel,pt POR,MF,Vitória,20,2000,11.5,0,8,2,25.0,0.69,0.17,0.00,0.00,19.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,bbfb51ed
247,Boubacar Hanne,pt POR,FWMF,Gil Vicente FC,22,1999,2.8,1,8,2,25.0,2.82,0.71,0.13,0.50,22.1,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches,1d9a8efe
248,Norbert Haymamba,cm CMR,GK,Arouca,22,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8f63b5ef
249,Henrique,br BRA,FWMF,Marítimo,27,1993,8.9,2,18,4,22.2,2.01,0.45,0.11,0.50,17.1,0,0,0,1.8,1.8,0.10,+0.2,+0.2,Matches,19e74ea6
250,Danny Henriques,nl NED,DF,B-SAD,24,1997,21.9,0,4,0,0.0,0.18,0.00,0.00,,16.2,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Matches,0571e024
251,Manu Hernando,es ESP,DF,Tondela,23,1998,17.8,3,8,5,62.5,0.45,0.28,0.38,0.60,8.2,0,0,0,1.2,1.2,0.15,+1.8,+1.8,Matches,5920c7c7
252,Lukáš Horníček,cz CZE,GK,Braga,19,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cc8312b4
253,André Horta,pt POR,MF,Braga,24,1996,17.4,1,43,9,20.9,2.47,0.52,0.02,0.11,27.2,0,0,0,2.3,2.3,0.05,-1.3,-1.3,Matches,951f1739
254,Ricardo Horta,pt POR,FWMF,Braga,26,1994,31.0,19,81,32,39.5,2.61,1.03,0.20,0.50,19.4,7,3,4,13.9,10.7,0.14,+5.1,+5.3,Matches,6603fed7
255,Abbas Ibrahim,ng NGA,MFFW,Paços,23,1998,2.0,0,2,0,0.0,0.99,0.00,0.00,,26.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,fe68a954
256,Abdulwahab Ibrahim,gh GHA,MF,Famalicão,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,86c37491
257,Tiago Ilori,pt POR,DF,Boavista,28,1993,5.6,1,2,1,50.0,0.36,0.18,0.50,1.00,18.5,0,0,0,0.6,0.6,0.32,+0.4,+0.4,Matches,a64b4786
258,Giannelli Imbula,cd COD,MFFW,Portimonense,28,1992,1.5,0,3,0,0.0,1.94,0.00,0.00,,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,b86fe156
259,Gonçalo Inácio,pt POR,DF,Sporting CP,19,2001,27.5,4,19,5,26.3,0.69,0.18,0.21,0.80,15.4,0,0,0,2.0,2.0,0.10,+2.0,+2.0,Matches,33651873
260,Ivan Jaime Pajuelo,es ESP,MFFW,Famalicão,20,2000,14.0,1,32,10,31.3,2.28,0.71,0.03,0.10,21.9,5,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches,90ba7fa6
261,Nikola Jambor,hr CRO,MF,Moreirense,25,1995,1.1,0,1,1,100.0,0.94,0.94,0.00,0.00,25.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,496a7037
262,Nicolas Janvier,fr FRA,MF,Vitória,22,1998,12.1,2,28,8,28.6,2.31,0.66,0.07,0.25,25.5,2,0,0,1.2,1.2,0.04,+0.8,+0.8,Matches,22a62523
263,Jean,br BRA,MF,Gil Vicente FC,26,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,69a34ec0
264,Jefferson,br BRA,MF,Moreirense,27,1994,11.0,2,19,8,42.1,1.73,0.73,0.11,0.25,24.5,2,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches,52e88991
265,Jeimes,br BRA,GK,Paços,20,2001,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a8f0414f
266,Anderson Jesus,br BRA,DF,Vizela,26,1995,17.0,0,7,1,14.3,0.41,0.06,0.00,0.00,10.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,d4d63c3f
267,Joãozinho,pt POR,DF,Estoril,32,1989,32.1,1,8,2,25.0,0.25,0.06,0.13,0.50,24.5,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,86168d75
268,Henrique Jocú,pt POR,MF,Portimonense,19,2001,6.6,0,3,0,0.0,0.45,0.00,0.00,,26.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,fb7dfb84
269,Diederrick Joel,cm CMR,FW,Marítimo,27,1993,16.9,9,40,21,52.5,2.37,1.24,0.15,0.29,14.2,0,3,5,8.7,5.2,0.13,+0.3,+0.8,Matches,2986e65c
270,Jójó,cv CPV,DF,B-SAD,20,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,234e8319
271,Igor Julião,br BRA,DF,Vizela,26,1994,11.1,0,5,0,0.0,0.45,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,103349a9
272,Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,20,2001,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d0530e29
273,Renato Junior,br BRA,FW,Portimonense,19,2002,3.8,0,8,3,37.5,2.11,0.79,0.00,0.00,10.3,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches,80b72720
274,Welinton Júnior,br BRA,FW,Portimonense,28,1993,9.3,5,30,10,33.3,3.23,1.08,0.17,0.50,18.2,2,0,0,4.2,4.2,0.15,+0.8,+0.8,Matches,f1ef2def
275,Zainadine Júnior,mz MOZ,DF,Marítimo,33,1988,31.8,0,18,1,5.6,0.57,0.03,0.00,0.00,17.7,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,edd65ae0
276,Junior Kadile,fr FRA,MFFW,Famalicão,18,2002,0.5,1,1,1,100.0,2.14,2.14,1.00,1.00,13.9,0,0,0,0.8,0.8,0.83,+0.2,+0.2,Matches,03b22796
277,Eduardo Kau,br BRA,DF,B-SAD,22,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,306a0aae
278,Kewin,br BRA,GK,Moreirense,25,1995,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,aea1afc8
279,Hamidou Keyta,fr FRA,FWMF,Santa Clara,26,1994,0.8,0,1,0,0.0,1.23,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,4a396ae9
280,Naoufel Khacef,dz ALG,DFFW,Tondela,23,1997,9.6,0,2,0,0.0,0.21,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,a9b1ac11
281,Kobamelo Kodisang,za RSA,FW,Braga,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7775516d
282,Philippe Koffi,fr FRA,FW,Paços,19,2002,0.3,0,1,0,0.0,2.90,0.00,0.00,,8.4,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches,9f1c2822
283,Koffi Kouao,ci CIV,DF,Vizela,23,1998,21.0,2,21,4,19.0,1.00,0.19,0.10,0.50,25.0,0,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches,32100829
284,Eboue Kouassi,ci CIV,MF,Arouca,23,1997,16.3,1,8,3,37.5,0.49,0.18,0.13,0.33,12.9,0,0,0,1.7,1.7,0.21,-0.7,-0.7,Matches,da270297
285,Stanislav Kritsyuk,ru RUS,GK,Gil Vicente FC,30,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b8798a46
286,Matías Lacava,ve VEN,FWMF,Tondela,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,eeac2dfb
287,Derik Lacerda,br BRA,FWMF,Moreirense,21,1999,8.7,2,18,7,38.9,2.08,0.81,0.11,0.29,15.5,0,0,0,1.9,1.9,0.11,+0.1,+0.1,Matches,d028bfe9
288,Rúben Lameiras,pt POR,FWMF,Vitória,26,1994,17.0,3,42,12,28.6,2.47,0.70,0.05,0.17,22.1,0,1,1,2.2,2.0,0.05,+0.8,0.0,Matches,656a96c6
289,Achraf Lazaar,ma MAR,DF,Portimonense,29,1992,2.7,0,2,1,50.0,0.75,0.37,0.00,0.00,19.2,1,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches,957d41d2
290,Valentino Lazaro,at AUT,DFMF,Benfica,25,1996,11.4,0,6,3,50.0,0.53,0.26,0.00,0.00,20.3,1,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,016ff750
291,Antoine Léautey,fr FRA,FW,Gil Vicente FC,25,1996,16.2,2,27,8,29.6,1.67,0.49,0.07,0.25,17.2,0,0,0,2.8,2.8,0.11,-0.8,-0.8,Matches,f2350250
292,Daniel Leite,pt POR,GK,Estoril,23,1998,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f7c68686
293,Diogo Leite,pt POR,DF,Braga,22,1999,20.6,0,11,4,36.4,0.53,0.19,0.00,0.00,16.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,c4987edc
294,Helton Leite,br BRA,GK,Benfica,30,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e8918589
295,André Filipe Rio Liberal,pt POR,FW,Gil Vicente FC,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5560e858
296,Licá,pt POR,FWDF,B-SAD,32,1988,4.6,0,2,0,0.0,0.43,0.00,0.00,,11.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,41d84fed
297,Nuno Lima,pt POR,DF,Paços,20,2001,10.8,0,6,3,50.0,0.55,0.28,0.00,0.00,13.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,a70b0a9f
298,Rúben Lima,pt POR,DFMF,Famalicão,31,1989,6.1,1,3,1,33.3,0.49,0.16,0.33,1.00,25.5,1,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches,bd9be778
299,Lincoln,br BRA,MF,Santa Clara,22,1998,30.5,5,45,20,44.4,1.47,0.66,0.11,0.25,25.7,14,0,0,3.7,3.7,0.08,+1.3,+1.3,Matches,27504df8
300,Danny Loader,eng ENG,FWMF,Porto,20,2000,0.1,1,1,1,100.0,12.86,12.86,1.00,1.00,,,0,0,,,,,,Matches,e9fda01d
301,André Lopes,pt POR,DF,B-SAD,19,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f28f40ab
302,Bruno Lourenço,pt POR,FWMF,Estoril,23,1998,12.7,2,19,7,36.8,1.50,0.55,0.11,0.29,17.2,0,0,0,2.3,2.3,0.12,-0.3,-0.3,Matches,e8dd8ac7
303,André Luis,br BRA,FWMF,Moreirense,27,1994,14.8,6,36,13,36.1,2.43,0.88,0.17,0.46,17.3,5,0,0,3.6,3.5,0.10,+2.4,+2.5,Matches,2962bf2e
304,Andrija Luković,rs SRB,MF,B-SAD,26,1994,9.9,0,18,6,33.3,1.82,0.61,0.00,0.00,25.5,2,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,7cce7822
305,Luquinha,br BRA,MFFW,Portimonense,20,2000,6.1,1,13,7,53.8,2.12,1.14,0.08,0.14,23.3,2,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches,2e25fa84
306,Rúben Macedo,pt POR,FWDF,Marítimo,25,1996,0.7,0,1,0,0.0,1.41,0.00,0.00,,12.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,f1cc4c01
307,Maga,pt POR,DF,Vitória,22,1999,12.0,0,1,0,0.0,0.08,0.00,0.00,,,,0,0,,,,,,Matches,4fc99b71
308,Gaius Makouta,cg CGO,MF,Boavista,24,1997,28.0,2,34,9,26.5,1.21,0.32,0.06,0.22,20.3,1,0,0,3.1,3.1,0.09,-1.1,-1.1,Matches,0909f91d
309,Pedro Malheiro,pt POR,MFDF,Boavista,20,2001,9.9,0,8,2,25.0,0.81,0.20,0.00,0.00,20.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,73794ac1
310,Wilson Manafá,pt POR,DF,Porto,27,1994,2.9,0,2,1,50.0,0.68,0.34,0.00,0.00,17.2,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches,e27fdbca
311,Sori Mané,gw GNB,MF,Moreirense,25,1996,5.5,1,5,2,40.0,0.91,0.37,0.20,0.50,20.8,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches,6253c74b
312,Mansur,br BRA,DF,Santa Clara,28,1993,22.1,0,10,1,10.0,0.45,0.05,0.00,0.00,16.2,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches,924081a5
313,Juan Manuel Boselli,uy URU,FWMF,Tondela,21,1999,9.5,5,25,9,36.0,2.62,0.94,0.20,0.56,22.4,2,0,0,2.2,2.2,0.09,+2.8,+2.8,Matches,1e39e56e
314,José Manuel Velázquez,ve VEN,DF,Arouca,30,1990,4.0,0,2,0,0.0,0.50,0.00,0.00,,9.7,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,25338427
315,Maracás,br BRA,DF,Paços,27,1994,23.0,0,8,0,0.0,0.35,0.00,0.00,,10.7,0,0,1,1.7,0.9,0.11,-1.7,-0.9,Matches,276127e4
316,Iván Marcano,es ESP,DF,Porto,34,1987,7.3,1,7,2,28.6,0.96,0.27,0.14,0.50,10.2,0,0,0,1.2,1.2,0.17,-0.2,-0.2,Matches,7a20d90a
317,Marcelo,br BRA,FWMF,Gil Vicente FC,24,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d9d4881f
318,Agustín Marchesín,ar ARG,GK,Porto,33,1988,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,853b7c48
319,Abraham Marcus,ng NGA,FW,Portimonense,21,2000,0.9,0,2,0,0.0,2.22,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,b979fb26
320,Adrián Marín,es ESP,DFMF,Famalicão,24,1997,25.5,4,11,7,63.6,0.43,0.27,0.36,0.57,15.4,0,0,0,1.4,1.4,0.13,+2.6,+2.6,Matches,b7f2edff
321,João Mário,pt POR,MF,Benfica,28,1993,19.3,3,24,10,41.7,1.25,0.52,0.13,0.30,21.5,0,0,0,3.2,3.2,0.13,-0.2,-0.2,Matches,f0021247
322,João Mário Lopes,pt POR,DF,Porto,21,2000,22.9,0,5,0,0.0,0.22,0.00,0.00,,20.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,82a39b66
323,Pedro David Rosendo Marques,pt POR,FWMF,Famalicão,23,1998,3.5,0,6,1,16.7,1.70,0.28,0.00,0.00,13.0,0,0,0,1.6,1.6,0.27,-1.6,-1.6,Matches,717f39e8
324,José Marsà,es ESP,DF,Sporting CP,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b4ecc6b6
325,Toni Martínez,es ESP,FW,Porto,24,1997,5.3,3,22,10,45.5,4.17,1.89,0.14,0.30,14.2,0,0,0,3.0,3.0,0.13,0.0,0.0,Matches,f3945e07
326,Fábio Martins,pt POR,MFFW,Braga,28,1993,4.6,1,10,3,30.0,2.20,0.66,0.10,0.33,21.0,1,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches,fb5022e4
327,Rafael Martins,br BRA,FW,Moreirense,32,1989,26.6,7,64,22,34.4,2.41,0.83,0.09,0.27,16.3,0,1,1,9.8,9.0,0.14,-2.8,-3.0,Matches,b7e1c3b5
328,Matheus,br BRA,GK,Braga,29,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ef3909cd
329,Ricardo Matos,pt POR,FWMF,Portimonense,21,2000,2.5,1,4,2,50.0,1.63,0.81,0.25,0.50,10.1,0,0,0,1.0,1.0,0.26,0.0,0.0,Matches,52ee0234
330,Emmanuel Maviram,ng NGA,DF,Vizela,20,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3223d2ec
331,Chancel Mbemba,cd COD,DF,Porto,26,1994,30.9,2,12,2,16.7,0.39,0.06,0.17,1.00,9.5,0,0,0,1.4,1.4,0.12,+0.6,+0.6,Matches,e76cb9cc
332,Jordi Mboula,es ESP,FWMF,Estoril,22,1999,10.7,1,16,3,18.8,1.49,0.28,0.06,0.33,12.4,0,0,0,2.6,2.6,0.16,-1.6,-1.6,Matches,4887118d
333,Iuri Medeiros,pt POR,MFFW,Braga,27,1994,15.8,7,49,20,40.8,3.11,1.27,0.12,0.30,20.3,4,1,1,7.0,6.2,0.13,0.0,-0.2,Matches,97e2aa67
334,Soualiho Meïté,fr FRA,MF,Benfica,27,1994,9.8,0,5,0,0.0,0.51,0.00,0.00,,19.8,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,5cec2c74
335,Francisco Meixedo,pt POR,GK,Porto,20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a671ae50
336,Tiago Melo Almeida,pt POR,DFMF,Tondela,19,2001,20.6,0,5,0,0.0,0.24,0.00,0.00,,17.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,cbdcc0ab
337,Diogo Mendes,pt POR,MF,Marítimo,23,1998,20.4,0,5,1,20.0,0.24,0.05,0.00,0.00,23.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,5c2383ee
338,Edmilson Mendes,gw GNB,FWMF,Paços,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,33b9e0e7
339,Nuno Mendes,pt POR,DF,Sporting CP,19,2002,1.3,0,2,0,0.0,1.59,0.00,0.00,,31.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,f20e4cc9
340,Alexis Méndez,us USA,MFFW,Vizela,20,2000,16.1,1,20,4,20.0,1.24,0.25,0.05,0.25,24.4,4,0,0,1.0,1.0,0.05,0.0,0.0,Matches,fb5991a3
341,Ryotaro Meshino,jp JPN,FWMF,Estoril,23,1998,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,14.9,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,6bd13043
342,Fabrício dos Santos Messias,br BRA,FWMF,Portimonense,31,1990,14.8,1,35,8,22.9,2.37,0.54,0.00,0.00,21.0,0,1,1,2.8,2.1,0.06,-1.8,-2.1,Matches,9e9f2dac
343,João Miguel,pt POR,DF,Porto,21,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,98e292bb
344,Milson,ao ANG,MF,Marítimo,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,690f6e40
345,Lucas Mineiro,br BRA,MF,Braga,25,1996,6.2,0,8,0,0.0,1.29,0.00,0.00,,20.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,53f1c5de
346,Kevin Mirallas,be BEL,FWMF,Moreirense,33,1987,3.3,1,3,2,66.7,0.92,0.61,0.33,0.50,17.8,0,0,0,0.4,0.4,0.15,+0.6,+0.6,Matches,aa51343f
347,Mohammad Mohebbi,ir IRN,FWMF,Santa Clara,22,1998,5.0,2,14,5,35.7,2.82,1.01,0.14,0.40,13.6,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches,7b6b53c3
348,João Monteiro,pt POR,MF,B-SAD,20,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0f984580
349,António Montez,pt POR,MF,B-SAD,19,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,36bd724a
350,Morato,br BRA,DF,Benfica,20,2001,11.2,0,6,2,33.3,0.53,0.18,0.00,0.00,8.9,0,0,0,1.3,1.3,0.21,-1.3,-1.3,Matches,0f41e2ee
351,Diego Moreira,pt POR,FW,Benfica,16,2004,0.3,0,1,1,100.0,3.91,3.91,0.00,0.00,10.4,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,12de1b0d
352,Pedro Filipe Barbosa Moreira,pt POR,MF,Gil Vicente FC,28,1992,32.0,1,55,20,36.4,1.72,0.62,0.02,0.05,28.5,14,0,0,2.4,2.4,0.04,-1.4,-1.4,Matches,26966f24
353,Hidemasa Morita,jp JPN,MF,Santa Clara,26,1995,25.3,1,11,2,18.2,0.43,0.08,0.09,0.50,24.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,a650c75b
354,Mosquito,br BRA,GK,Estoril,25,1996,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c9c55581
355,Luís Mota,pt POR,FWMF,B-SAD,17,2003,1.2,0,2,0,0.0,1.61,0.00,0.00,,9.1,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,2e2da3e8
356,Fahd Moufi,ma MAR,DF,Portimonense,25,1996,30.6,1,17,2,11.8,0.56,0.07,0.06,0.50,18.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,158cef0b
357,Moura,pt POR,DFMF,Braga,21,1999,16.5,2,20,10,50.0,1.21,0.60,0.10,0.20,12.2,0,0,0,3.4,3.4,0.19,-1.4,-1.4,Matches,d51d1d9d
358,Abdul Mumin,gh GHA,DF,Vitória,23,1998,24.7,0,9,1,11.1,0.36,0.04,0.00,0.00,9.6,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches,5487adcd
359,Simone Muratore,it ITA,MF,Tondela,23,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,04989945
360,Jhon Murillo,ve VEN,FWMF,Tondela,26,1995,11.9,2,9,5,55.6,0.75,0.42,0.22,0.40,,,0,0,,,,,,Matches,0d93febc
361,Petar Musa,hr CRO,FW,Boavista,23,1998,25.7,11,78,30,38.5,3.04,1.17,0.14,0.37,15.0,0,0,0,9.1,9.1,0.12,+1.9,+1.9,Matches,4567a0b4
362,Herculano Nabian,pt POR,FW,Vitória,17,2004,0.7,0,4,2,50.0,5.71,2.86,0.00,0.00,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,c39babc1
363,Shoya Nakajima,jp JPN,MFFW,Portimonense,26,1994,19.6,1,45,15,33.3,2.29,0.76,0.02,0.07,22.0,2,0,0,3.7,3.7,0.08,-2.7,-2.7,Matches,be60b6f4
364,Kosuke Nakamura,jp JPN,GK,Portimonense,26,1995,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,423daf87
365,Manuel Namora,pt POR,MFDF,Boavista,23,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d41a383d
366,Bruno Nascimento,br BRA,FWMF,Famalicão,24,1997,21.7,5,38,13,34.2,1.75,0.60,0.13,0.38,16.2,1,0,0,5.1,5.1,0.13,-0.1,-0.1,Matches,46411d56
367,Nathan,br BRA,DFMF,Boavista,19,2001,25.8,0,7,0,0.0,0.27,0.00,0.00,,21.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,9fb6420e
368,Fran Navarro,es ESP,FW,Gil Vicente FC,23,1998,28.9,16,64,29,45.3,2.21,1.00,0.22,0.48,12.4,0,2,2,12.5,11.4,0.18,+3.5,+2.6,Matches,02a5618e
369,Flávio Nazinho,pt POR,DFMF,Sporting CP,18,2003,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e7281ea9
370,Alioune Ndour,sn SEN,FW,B-SAD,20,2001,9.2,2,18,8,44.4,1.95,0.87,0.11,0.25,19.9,0,0,0,2.0,2.0,0.11,0.0,0.0,Matches,177e044c
371,Christian Neiva Afonso,pt POR,DF,Vizela,26,1994,19.9,0,28,5,17.9,1.41,0.25,0.00,0.00,22.5,2,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches,b3ec13e0
372,Nelson,ao ANG,FWMF,Vitória,23,1998,3.8,3,13,4,30.8,3.43,1.06,0.23,0.75,14.6,0,0,0,1.4,1.4,0.11,+1.6,+1.6,Matches,fb527299
373,Wellington Nem,br BRA,DF,Arouca,29,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3984a078
374,João Neto,br BRA,MFFW,Famalicão,18,2003,0.7,0,1,0,0.0,1.43,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,9737f758
375,Luís Neto,pt POR,DF,Sporting CP,33,1988,15.5,0,3,2,66.7,0.19,0.13,0.00,0.00,10.0,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches,953597a1
376,Babacar Niasse,mr MTN,GK,Tondela,24,1996,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5c8beb50
377,Payam Niazmand,ir IRN,GK,Portimonense,26,1995,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7b2ed47e
378,Yusupha Njie,gm GAM,FWMF,Boavista,27,1994,17.4,5,37,12,32.4,2.13,0.69,0.14,0.42,18.8,0,0,0,4.4,4.4,0.12,+0.6,+0.6,Matches,51f22984
379,Paul-Georges Ntep,cm CMR,FWMF,Boavista,29,1992,5.6,1,13,6,46.2,2.33,1.07,0.08,0.17,13.8,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches,81aeb1dd
380,Arsénio Martins Lafuente Nunes,pt POR,FWMF,Arouca,31,1989,24.3,2,44,17,38.6,1.81,0.70,0.05,0.12,18.3,1,0,0,3.8,3.7,0.08,-1.8,-1.7,Matches,50e148af
381,Matheus Nunes,pt POR,MF,Sporting CP,22,1998,28.4,3,22,6,27.3,0.77,0.21,0.14,0.50,23.3,0,0,0,2.3,2.3,0.10,+0.7,+0.7,Matches,e6af02e0
382,Darwin Núñez,uy URU,FWMF,Benfica,22,1999,22.0,26,81,38,46.9,3.69,1.73,0.27,0.58,16.2,2,4,4,18.4,15.2,0.19,+7.6,+6.8,Matches,4d77b365
383,Pedro Nuno,pt POR,MFFW,B-SAD,26,1995,15.8,2,33,5,15.2,2.09,0.32,0.06,0.40,19.1,3,0,0,4.4,4.4,0.13,-2.4,-2.4,Matches,efb9975c
384,Lawrence Ofori,gh GHA,MF,Famalicão,23,1998,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,643d81ad
385,Richard Ofori,gh GHA,DF,Vizela,28,1993,19.0,0,3,0,0.0,0.16,0.00,0.00,,29.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,ad5034c3
386,Thales Oleques,br BRA,DF,Arouca,27,1994,30.2,0,16,3,18.8,0.53,0.10,0.00,0.00,16.2,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,a30f8286
387,Hugo Oliveira,pt POR,DF,Vizela,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1d7cc2a1
